Rank,Institute,Year,SS,FSR,FQE,FRU,PU,QP,IPR,FPPP,GPH,GUE,MS,GPHD,RD,WD,ESCS,PCS,PR
29,Indian Institute of Technology Ropar,2019,8.67,30,17.11,21.06,11.75,14.56,0,2.91,27,14.68,18.56,4.34,22.21,12.68,5.21,20,16.27
,,,,,,,,,,,,,,,,,,,
30,Indian Institute of Space Science and Technology,2019,6.88,30,18.04,22.59,10.63,10.61,0,1.51,27.5,13.12,18.44,2.89,17.1,20.14,4.97,14,40.33
,,,,,,,,,,,,,,,,,,,
31,Visvesvaraya National Institute of Technology Nagpur,2019,13.2,22.89,15.14,13.57,15.24,16.73,3,5.52,28.95,15,14.82,6.32,14.41,18.24,5.01,20,8.92
,,,,,,,,,,,,,,,,,,,
32,Siksha `O` Anusandhan,2019,15.64,30,14.46,11.25,10.79,12.66,2,0.86,32.58,15,11.17,7.68,11.35,28.85,0.33,20,17.65
,,,,,,,,,,,,,,,,,,,
33,Birla Institute of Technology,2019,10.57,26.57,16.62,13.08,18.7,14,1.5,1.6,23.84,14.29,15.68,3.97,11.31,19.66,1.02,20,25.54
,,,,,,,,,,,,,,,,,,,
34,Delhi Technological University,2019,15.89,23.57,12.06,8.75,12.39,14.19,0,1.5,34.64,15,16.06,6.36,12.4,19.24,1.74,20,37.22
,,,,,,,,,,,,,,,,,,,
35,Amity University,2019,15.71,28.6,15.81,9.39,19.32,16.36,5,0.59,18.79,15,10.72,3.78,14.59,21.71,0.03,20,5.07
,,,,,,,,,,,,,,,,,,,
36,S.R.M. Institute of Science and Technology,2019,17.94,22.09,10.78,9.04,13.62,17.22,2,0.55,32.8,15,11.86,3.38,20.71,21.18,0.29,20,21.53
,,,,,,,,,,,,,,,,,,,
37,Sri Sivasubramaniya Nadar College of Engineering,2019,15,27.21,15.49,11.43,15.1,12.37,0,1.03,33.32,15,11.8,3.51,2.77,26.72,3.17,20,16.55
,,,,,,,,,,,,,,,,,,,
38,Shanmugha Arts Science Technology and Research Academy,2019,16.5,26.65,14.21,8.43,13.31,14.74,1.5,1.49,33.27,15,11.47,4.92,9.02,26.72,0.68,20,12.14
,,,,,,,,,,,,,,,,,,,
39,International Institute of Information Technology Hyderabad,2019,8.08,18.59,12.66,13.74,16.72,13.89,0,3.58,33.2,12.39,25,2.82,18.24,14.15,0.11,20,26.21
,,,,,,,,,,,,,,,,,,,
40,Aligarh Muslim University,2019,11,30,16.44,11.95,18.41,20,0,1.05,21.18,14.32,13.95,3.84,5.86,10.53,3.7,12,12.14
,,,,,,,,,,,,,,,,,,,
41,National Institute of Technology Kurukshetra,2019,12.69,24.39,12.53,11.76,17.96,15.95,1,1.72,27.1,13.23,15.85,2.29,13.95,19.18,2.08,16,13.66
,,,,,,,,,,,,,,,,,,,
42,Motilal Nehru National Institute of Technology,2019,16.2,18.27,11.4,17.26,12.74,14.09,0,1.56,28.26,14.31,17.05,5.93,14.78,12.29,2.42,20,19.77
,,,,,,,,,,,,,,,,,,,
43,Manipal Institute of Technology,2019,14.5,29.25,13.69,10.98,8.3,8.79,3,0.6,23.02,15,14.33,1.57,20.26,21.06,1.27,20,35.31
,,,,,,,,,,,,,,,,,,,
44,PSG College of Technology,2019,14.5,30,14.49,9.98,7.81,8.21,0,1.39,25.79,14.86,11.57,1.14,1.05,25.21,2.48,20,58.35
,,,,,,,,,,,,,,,,,,,
45,Jawaharlal Nehru Technological University,2019,14.13,23.87,11.88,21.32,14.2,11.43,0,3.02,25.67,15,12.37,1.98,1.66,27.73,5.24,15,12.14
,,,,,,,,,,,,,,,,,,,
46,National Institute of Technology Durgapur,2019,13.47,16.81,10.88,11.67,18.1,16.99,0,1.06,30.22,15,14.04,4.03,13.32,10.77,4.45,18,24.63
,,,,,,,,,,,,,,,,,,,
47,Sathyabama Institute of Science and Technology,2019,16.26,24.04,12.54,8.58,17.14,10.25,0,0.9,30.81,15,10.83,5.62,17.77,20.99,3.17,20,5.07
,,,,,,,,,,,,,,,,,,,
48,Kalinga Institute of Industrial Technology,2019,19,22.67,13.31,10.61,8.28,10.26,0,0.62,26.08,15,11.7,8.81,22.21,25.22,1.08,20,13.36
,,,,,,,,,,,,,,,,,,,
49,College of Engineering Pune,2019,12.5,22.3,11.13,12.23,14.25,8.96,1.5,1.46,31.5,15,16.19,1.49,3.15,24.19,4.45,20,25.77
,,,,,,,,,,,,,,,,,,,
50,Indian Institute of Technology Jodhpur,2019,8,24.89,15.89,18.9,11.07,10.44,0,1.94,22.89,13.88,18.35,1.9,19.57,17.81,5.88,20,6.86
,,,,,,,,,,,,,,,,,,,
51,National Institute of Technology Silchar,2019,12.71,22.75,13.95,11.9,13.7,15.43,0,0.72,27.93,14.8,13.94,5.03,13.12,11.73,2.57,20,11.83
,,,,,,,,,,,,,,,,,,,
52,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),2019,15.97,30,16.35,8.56,9.77,10.66,1,0.37,28.94,15,10.75,3.58,8.28,24.45,3.33,20,3.19
,,,,,,,,,,,,,,,,,,,
53,Malaviya National Institute of Technology,2019,13.4,16.37,11.16,14.8,16.77,18.21,1,2.22,23.67,12.19,15.43,7.05,11.56,12.02,3.04,20,6.86
,,,,,,,,,,,,,,,,,,,
54,Panjab University,2019,10.97,15.81,8.89,6.15,19.56,22.26,6,2.8,23.99,12.04,13.71,2.06,14.95,21.52,0.25,8,10.24
,,,,,,,,,,,,,,,,,,,
55,Indraprastha Institute of Information Technology,2019,8.53,16.51,11.19,20.32,12.23,9.98,0,1.87,32.81,14.56,20.1,1.9,10.31,10.97,0.22,20,12.76
,,,,,,,,,,,,,,,,,,,
56,Thiagarajar College of Engineering,2019,12.5,27.18,13.79,8.22,8.73,8.6,0,1.65,28.18,15,11.99,1.57,0.23,27.67,1.33,20,29.2
,,,,,,,,,,,,,,,,,,,
57,Defence Institute of Advanced Technology,2019,5.25,28.94,17.24,15.25,14.52,12.78,0,5.12,12.17,8.37,17,3.1,13.59,14.1,0,20,5.8
,,,,,,,,,,,,,,,,,,,
58,Sardar Vallabhbhai National Institute of Technology,2019,13.06,17.37,10.5,10.08,11.85,14.15,0,1.6,26.41,14.62,15.6,4.28,12.74,15.63,2.93,20,9.92
,,,,,,,,,,,,,,,,,,,
59,College of Engineering Visakhapatnam,2019,12,25.11,15.92,12.76,2.92,2.58,0,1.9,35.88,15,11.8,4.98,3.4,28,4.49,20,6.51
,,,,,,,,,,,,,,,,,,,
60,National Institute of Technology Hamirpur,2019,11.3,21.97,12.71,8.72,10.32,11.61,0,1.06,25.9,15,14.6,4.98,12.92,15.26,3.93,20,8.59
,,,,,,,,,,,,,,,,,,,
61,Kalasalingam Academy of Research and Education,2019,12.56,30,14.86,10.18,5.19,6.57,2,0.33,28.25,13.54,10.86,1.31,8.91,25.38,1.41,20,3.95
,,,,,,,,,,,,,,,,,,,
62,Maulana Azad National Institute of Technology,2019,13.77,18.48,12.15,8.88,10.55,12.55,0,0.95,31.37,15,15.08,5.14,15.09,18.86,0.79,6,3.95
,,,,,,,,,,,,,,,,,,,
63,R.V. College of Engineering,2019,13.5,27.52,13.79,8.77,6.28,3.76,0,0.77,30.18,15,15.22,0.59,6.73,23.24,0.65,20,13.06
,,,,,,,,,,,,,,,,,,,
64,M. S. Ramaiah Institute of Technology,2019,12.14,28.29,13.63,8.82,4.37,3.85,0,0.38,31.02,15,13.89,0.59,9.24,24.44,2.64,20,13.66
,,,,,,,,,,,,,,,,,,,
65,International Institute of Information Technology Bangalore,2019,5.31,21.3,13.27,14.94,6.47,2.87,0,4.93,27.2,15,19.17,0.59,19.05,16.71,0,20,18.19
,,,,,,,,,,,,,,,,,,,
66,National Institute of Industrial Engineering,2019,4.48,28.49,16.46,15.37,0.95,2.19,0,1.32,28.35,15,22.8,1.4,19.02,18.16,0,20,4.7
,,,,,,,,,,,,,,,,,,,
67,National Institute of Technology Meghalaya,2019,6.42,30,15.56,13.86,8.35,8,0,1.85,17.23,13.72,12.6,0.78,12.97,15.55,9.61,20,4.33
,,,,,,,,,,,,,,,,,,,
68,Coimbatore Institute of Technology,2019,11.26,30,14.06,8.14,3.45,4.49,0,1.81,25.53,13.45,10.93,1.05,0.77,25.6,0.11,20,32.94
,,,,,,,,,,,,,,,,,,,
69,B. M. S. College of Engineering,2019,13.76,25.92,12.78,9.53,3.03,3.18,1,0.8,27.73,15,15.96,0.3,7.86,23.64,1.51,20,15.71
,,,,,,,,,,,,,,,,,,,
70,National Institute of Technology Agartala,2019,11.34,23.97,13.28,10.03,9.53,10.26,0,0.79,19.21,12.62,13.61,3.58,11.38,19.11,1.97,20,7.22
,,,,,,,,,,,,,,,,,,,
71,College of Engineering Trivandrum,2019,11.5,27.95,11.35,9.15,4.41,3.72,0,0.77,31.56,15,12.5,1.9,0.62,25.17,3.61,20,16.27
,,,,,,,,,,,,,,,,,,,
72,Karunya Institute of Technology and Sciences,2019,13.32,22.73,11.72,7.69,7.06,9.62,1,0.42,23.81,14.18,10.27,1.14,12.11,23.14,0.23,20,18.72
,,,,,,,,,,,,,,,,,,,
73,Guru Gobind Singh Indraprastha University,2019,6.5,23.68,12.33,7.39,17.53,12.56,0.5,0.01,20.99,14.86,14.35,0,5.8,20.43,0.02,20,3.95
,,,,,,,,,,,,,,,,,,,
74,National Institute of Technology Raipur,2019,12.31,21.87,13.15,9.14,8.35,10.69,0,1.07,22.22,14.88,15.08,2.29,11.32,17.46,0.62,20,2.81
,,,,,,,,,,,,,,,,,,,
75,Pandit Dwarka Prasad Mishra Indian Institute of Information Technology  Design and Manufacturing (IIITDM),2019,7.45,15.46,10.36,11.49,13.48,13.61,0,0.94,26.97,13.73,16.15,4.09,19.14,10.35,7.41,9,3.19
,,,,,,,,,,,,,,,,,,,
76,Pondicherry Engineering College,2019,10.96,25.02,13.28,10.66,10.2,7.33,0,0.84,16.65,14.01,11.39,3.97,3.18,26.64,6.92,8,13.96
,,,,,,,,,,,,,,,,,,,
77,Kumaraguru College of Technology,2019,13.5,26.99,12.97,7.64,3.08,2.94,2,0.56,30.28,15,12.02,0.1,0.27,24.56,0.8,20,15.99
,,,,,,,,,,,,,,,,,,,
78,PEC University of Technology,2019,11.46,16.35,10.11,11.92,5.96,5.57,0,1.1,29.36,15,15.8,1.82,14.41,20.5,1.58,20,16.27
,,,,,,,,,,,,,,,,,,,
79,Siddaganga Institute of Technology,2019,9.66,28.74,13.5,8.5,3.48,4.16,3,0.73,29.41,14.03,12.34,0.3,5.66,24.7,0.48,20,1.63
,,,,,,,,,,,,,,,,,,,
80,Jaypee Institute of Information Technology,2019,12.62,17.32,9.7,7.89,8.65,9.32,0,0.21,26.56,14.7,11.91,2.82,11.54,22.04,0,20,15.99
,,,,,,,,,,,,,,,,,,,
81,Atal Bihari Vajpayee Indian Institute of Information Technology and Management,2019,5.62,16.99,11.54,12.75,10.62,8.13,0,1.37,25.74,14.41,16.97,1.4,19.29,12.69,4.88,20,3.19
,,,,,,,,,,,,,,,,,,,
82,Indian Institute of Information Technology Allahabad,2019,9.59,12.81,8.49,11.76,7.68,8.05,0,0.65,27.65,14.5,23.26,3.45,14.54,9.43,1.48,20,17.1
,,,,,,,,,,,,,,,,,,,
83,University of Hyderabad,2019,11,27.51,13.96,8.45,1.23,1.1,0,1.45,34.66,13.88,15.08,1.82,3.43,25.87,2.94,18,1.63
,,,,,,,,,,,,,,,,,,,
84,Dayalbagh Educational Institute,2019,7.65,30,16.24,7.03,2.59,3.44,0,0.95,25.49,15,11.44,1.14,6.69,22.63,2.48,20,14.26
,,,,,,,,,,,,,,,,,,,
85,Shri Mata Vaishno Devi University,2019,5.09,30,16.81,12.94,6.05,9.16,0,0.78,19.73,14.4,11.36,0.3,6.96,14.47,1.09,15,1.63
,,,,,,,,,,,,,,,,,,,
86,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,2019,10.75,24.04,9.55,9.15,8.64,13.72,3,0.16,17.84,9.33,10.17,0.1,18.55,18.31,0.96,20,2.41
,,,,,,,,,,,,,,,,,,,
87,National Institute of Technology Goa,2019,5.99,25.76,14.38,13.1,5.79,4.98,0,2.03,21.15,13.49,15.03,0.49,17.52,17.83,2.02,11,5.8
,,,,,,,,,,,,,,,,,,,
88,Mepco Schlenk Engineering College,2019,9.9,23.25,11.08,7.15,5.76,5.83,5,0.15,24.28,15,11.14,0.59,0.1,27.4,0.7,20,14.55
,,,,,,,,,,,,,,,,,,,
89,Sri Venkateswara University,2019,9.74,18.96,9.49,9.19,13.58,14.59,0,1.73,17.96,13.06,11.41,0.78,0.15,25.41,3.63,16,3.19
,,,,,,,,,,,,,,,,,,,
90,Government College of Technology Coimbatore,2019,10.75,24.32,11.68,5.57,3.28,4.53,0,0.49,23.62,15,11.25,1.9,0.17,26.42,5.3,20,26.87
,,,,,,,,,,,,,,,,,,,
91,Army Institute of Technology,2019,7.5,25.33,10.18,10.17,0.76,0.62,1,0.09,36.4,15,13.46,0,25,18.91,0.49,14,8.92
,,,,,,,,,,,,,,,,,,,
92,Dhirubhai Ambani Institute of Information and Communication Technology,2019,7.54,20.41,11.38,9.66,5.18,4.03,0,0.85,30.29,14.95,17.93,1.74,5.42,19.52,1.87,20,10.24
,,,,,,,,,,,,,,,,,,,
93,Bharati Vidyapeeth Deemed University College of Engineering,2019,12.5,23.56,10.11,7.14,0.98,1.38,1,0.25,30.54,14.11,12.75,1.98,21.05,20.72,4.33,20,5.8
,,,,,,,,,,,,,,,,,,,
94,C.V. Raman Global University Odisha,2019,10.41,25.54,10.54,8.08,1.49,2.11,0.5,0.15,33.59,15,12.21,0,9.78,20.88,2.92,20,9.59
,,,,,,,,,,,,,,,,,,,
95,Hindustan Institute of Technology and Science,2019,13.02,26.6,12.83,7.51,2.5,3.82,2,0.16,23,13.02,10.32,1.49,14.94,18.24,0.05,20,6.86
,,,,,,,,,,,,,,,,,,,
96,Punjab Technical University,2019,2.7,30,18.82,24.95,12.41,12.49,0,0.05,1.2,2.44,1.82,0,4.31,18.13,0.39,20,2.02
,,,,,,,,,,,,,,,,,,,
97,Sri Krishna College of Engineering and Technology,2019,12,27.78,9.14,9.01,0.82,0.98,0,0.48,36.5,15,12.01,0,0.77,23.79,2.08,20,5.44
,,,,,,,,,,,,,,,,,,,
98,Bannari Amman Institute of Technology,2019,12.78,26.05,10.22,7.22,2.62,3.84,0,0.13,28.19,13.63,11.07,1.05,0.22,24.33,0.37,20,17.65
,,,,,,,,,,,,,,,,,,,
99,Kongu Engineering College,2019,13.36,25.69,11.63,7.5,3.47,4.57,0,0.18,25.05,13.23,9.99,0.1,0.19,24.58,0.93,20,17.38
,,,,,,,,,,,,,,,,,,,
100,Chaitanya Bharathi Institute of Technology,2019,12,28.2,12.51,8.36,0.79,0.66,0,0.72,30.33,15,11.47,0,0.7,26.1,4.21,20,4.33

